date,channel,daypart,impressions,clicks,conversions,spend,cvr
2026-02-28,programmatic_display,evening,84165,500,9,602.07,0.01967
2026-02-28,programmatic_display,late_night,17891,106,1,120.8,0.01169
2026-02-28,programmatic_display,midday,90102,382,7,692.43,0.0194
2026-02-28,programmatic_display,morning,59923,292,5,480.19,0.01745
2026-02-28,programmatic_display,prime,32497,157,2,225.36,0.01658
2026-02-28,youtube,afternoon,32116,399,9,497.29,0.02489
2026-02-28,youtube,early_morning,9284,85,1,184.41,0.01924
2026-02-28,youtube,evening,33973,328,9,558.51,0.02955
2026-02-28,youtube,late_night,6101,64,1,96.58,0.02345
2026-02-28,youtube,midday,27395,294,7,514.46,0.02647
2026-02-28,youtube,morning,20963,220,5,344.29,0.02484
2026-02-28,youtube,prime,16808,149,5,318.36,0.03356
2026-03-01,ctv,afternoon,6500,17,2,223.36,0.17307
2026-03-01,ctv,early_morning,1786,5,0,62.75,0.11805
2026-03-01,ctv,evening,14416,40,8,521.16,0.21472
2026-03-01,ctv,late_night,3165,9,1,128.93,0.13841
2026-03-01,ctv,midday,5106,15,2,186.05,0.13674
2026-03-01,ctv,morning,4088,11,1,132.06,0.11901
2026-03-01,ctv,prime,10660,30,6,409.6,0.20618
2026-03-01,paid_search,afternoon,25778,1014,26,674.8,0.02573
2026-03-01,paid_search,early_morning,16344,583,12,416.84,0.02208
2026-03-01,paid_search,evening,14131,566,13,361.58,0.02383
2026-03-01,paid_search,late_night,5960,230,8,168.66,0.03888
2026-03-01,paid_search,midday,27343,1078,25,821.36,0.02343
2026-03-01,paid_search,morning,26843,1281,31,644.0,0.02465
2026-03-01,paid_search,prime,6483,315,12,170.82,0.03953
2026-03-01,paid_social,afternoon,96935,1503,17,984.0,0.01158
2026-03-01,paid_social,early_morning,30533,455,3,304.76,0.0086
2026-03-01,paid_social,evening,109618,2397,32,1020.39,0.0137
2026-03-01,paid_social,late_night,17876,311,2,169.81,0.00799
2026-03-01,paid_social,midday,83174,1494,15,805.1,0.01065
2026-03-01,paid_social,morning,63777,1155,15,654.02,0.01356
2026-03-01,paid_social,prime,36479,561,8,350.83,0.01513
2026-03-01,programmatic_display,afternoon,97274,490,9,708.67,0.01995
2026-03-01,programmatic_display,early_morning,33582,190,2,280.6,0.01436
2026-03-01,programmatic_display,evening,80147,431,9,589.28,0.02118
2026-03-01,programmatic_display,late_night,14515,76,0,116.54,0.01147
2026-03-01,programmatic_display,midday,86855,501,8,644.53,0.01783
2026-03-01,programmatic_display,morning,55157,270,4,422.79,0.01503
2026-03-01,programmatic_display,prime,30568,146,2,230.34,0.01627
2026-03-01,youtube,afternoon,47281,442,12,554.48,0.02741
2026-03-01,youtube,early_morning,13267,141,3,183.88,0.0214
2026-03-01,youtube,evening,47255,501,15,575.48,0.03101
2026-03-01,youtube,late_night,7474,89,2,115.01,0.02432
2026-03-01,youtube,midday,34641,364,9,534.8,0.02598
2026-03-01,youtube,morning,28760,282,6,383.5,0.02388
2026-03-01,youtube,prime,21395,197,6,334.18,0.03059
2026-03-02,ctv,afternoon,7967,20,3,273.8,0.1656
2026-03-02,ctv,early_morning,2545,7,0,79.33,0.09926
2026-03-02,ctv,evening,17757,51,11,563.6,0.22046
2026-03-02,ctv,late_night,4502,12,1,168.82,0.13109
2026-03-02,ctv,midday,6032,20,3,218.24,0.16168
2026-03-02,ctv,morning,4983,17,2,203.61,0.1297
2026-03-02,ctv,prime,13567,43,8,558.1,0.19494
2026-03-02,paid_search,afternoon,33310,1272,31,1006.67,0.0246
2026-03-02,paid_search,early_morning,19098,648,13,527.33,0.02053
2026-03-02,paid_search,evening,16019,720,16,479.76,0.02281
2026-03-02,paid_search,late_night,7021,337,13,214.11,0.04003
2026-03-02,paid_search,midday,32788,1337,34,916.57,0.02617
2026-03-02,paid_search,morning,35060,1521,43,967.07,0.02828
2026-03-02,paid_search,prime,7347,256,10,217.7,0.04086
2026-03-02,paid_social,afternoon,119131,2197,27,1378.17,0.01252
2026-03-02,paid_social,early_morning,33036,574,4,403.43,0.00795
2026-03-02,paid_social,evening,116360,1988,29,1431.06,0.0147
2026-03-02,paid_social,late_night,20389,448,4,226.26,0.01023
2026-03-02,paid_social,midday,80919,1676,16,993.67,0.01013
2026-03-02,paid_social,morning,64272,1132,12,836.23,0.01148
2026-03-02,paid_social,prime,39087,723,8,521.88,0.01211
2026-03-02,programmatic_display,afternoon,145929,683,12,762.63,0.01893
2026-03-02,programmatic_display,early_morning,52749,303,4,298.0,0.01342
2026-03-02,programmatic_display,evening,114994,547,10,634.2,0.01893
2026-03-02,programmatic_display,late_night,23188,114,1,126.19,0.01199
2026-03-02,programmatic_display,midday,128046,505,9,726.88,0.01948
2026-03-02,programmatic_display,morning,76525,461,7,449.61,0.01632
2026-03-02,programmatic_display,prime,50387,211,3,240.17,0.01882
2026-03-02,youtube,afternoon,37980,397,10,719.56,0.02755
2026-03-02,youtube,early_morning,11587,113,2,235.82,0.01788
2026-03-02,youtube,evening,45514,407,11,732.28,0.02941
2026-03-02,youtube,late_night,7908,80,2,136.71,0.02677
2026-03-02,youtube,midday,31730,312,7,604.58,0.02478
2026-03-02,youtube,morning,26945,252,5,488.77,0.02115
2026-03-02,youtube,prime,21823,206,6,351.38,0.03381
2026-03-03,ctv,afternoon,9707,25,3,291.66,0.14808
2026-03-03,ctv,early_morning,2884,9,0,75.71,0.10539
2026-03-03,ctv,evening,18961,46,9,608.85,0.19914
2026-03-03,ctv,late_night,5101,15,1,142.95,0.13131
2026-03-03,ctv,midday,6408,15,2,226.67,0.14407
2026-03-03,ctv,morning,5919,16,2,186.82,0.14629
2026-03-03,ctv,prime,16107,50,10,473.56,0.21204
2026-03-03,paid_search,afternoon,42786,1610,42,971.49,0.02627
2026-03-03,paid_search,early_morning,25349,997,23,571.97,0.02401
2026-03-03,paid_search,evening,20112,762,22,460.91,0.02977
2026-03-03,paid_search,late_night,7905,305,11,228.93,0.03628
2026-03-03,paid_search,midday,41306,1724,40,868.35,0.02322
2026-03-03,paid_search,morning,43488,1512,41,904.48,0.02739
2026-03-03,paid_search,prime,9262,442,16,233.47,0.03803
2026-03-03,paid_social,afternoon,115589,2113,26,1328.44,0.0127
2026-03-03,paid_social,early_morning,29938,507,4,406.48,0.00967
2026-03-03,paid_social,evening,107261,2023,28,1326.05,0.01429
2026-03-03,paid_social,late_night,16072,335,3,266.72,0.01011
2026-03-03,paid_social,midday,92105,1411,13,979.24,0.00987
2026-03-03,paid_social,morning,64275,1265,15,832.26,0.01186
2026-03-03,paid_social,prime,36201,624,7,454.01,0.01254
2026-03-03,programmatic_display,afternoon,121076,599,11,759.84,0.01881
2026-03-03,programmatic_display,early_morning,46610,211,2,315.1,0.01359
2026-03-03,programmatic_display,evening,116432,541,10,694.76,0.01903
2026-03-03,programmatic_display,late_night,19666,94,1,119.41,0.0125
2026-03-03,programmatic_display,midday,115487,576,11,737.18,0.01944
2026-03-03,programmatic_display,morning,65511,321,6,510.15,0.01895
2026-03-03,programmatic_display,prime,43097,221,3,270.61,0.01719
2026-03-03,youtube,afternoon,48091,555,16,603.71,0.02917
2026-03-03,youtube,early_morning,15306,171,3,193.45,0.02021
2026-03-03,youtube,evening,54064,498,14,613.28,0.02831
2026-03-03,youtube,late_night,8693,91,1,118.86,0.01843
2026-03-03,youtube,midday,42035,429,12,567.21,0.02898
2026-03-03,youtube,morning,31336,299,6,423.76,0.02282
2026-03-03,youtube,prime,28024,328,9,340.84,0.02828
2026-03-04,ctv,afternoon,7527,29,4,250.46,0.14927
2026-03-04,ctv,early_morning,2088,7,0,78.71,0.11059
2026-03-04,ctv,evening,16157,49,9,585.69,0.19683
2026-03-04,ctv,late_night,4268,12,1,158.55,0.13913
2026-03-04,ctv,midday,6402,18,2,203.62,0.16087
2026-03-04,ctv,morning,5030,15,2,157.8,0.13808
2026-03-04,ctv,prime,12833,34,8,452.48,0.23721
2026-03-04,paid_search,afternoon,36058,1387,31,992.83,0.02274
2026-03-04,paid_search,early_morning,20352,926,18,552.54,0.02033
2026-03-04,paid_search,evening,16998,726,21,472.44,0.03003
2026-03-04,paid_search,late_night,7856,272,10,212.33,0.03898
2026-03-04,paid_search,midday,36904,1630,37,1007.01,0.02323
2026-03-04,paid_search,morning,38537,1494,38,987.49,0.02548
2026-03-04,paid_search,prime,7475,288,11,210.2,0.0411
2026-03-04,paid_social,afternoon,107175,1978,24,1272.71,0.01259
2026-03-04,paid_social,early_morning,29304,486,4,362.81,0.00843
2026-03-04,paid_social,evening,105437,1623,23,1209.85,0.01428
2026-03-04,paid_social,late_night,15617,331,3,203.86,0.00936
2026-03-04,paid_social,midday,76998,1309,14,975.27,0.01128
2026-03-04,paid_social,morning,58911,1153,12,785.26,0.01088
2026-03-04,paid_social,prime,36624,677,9,381.46,0.01466
2026-03-04,programmatic_display,afternoon,115644,473,9,663.79,0.01928
2026-03-04,programmatic_display,early_morning,37819,188,3,281.13,0.01598
2026-03-04,programmatic_display,evening,74159,478,9,543.5,0.01888
2026-03-04,programmatic_display,late_night,16285,72,1,117.91,0.01543
2026-03-04,programmatic_display,midday,97050,512,8,619.1,0.01689
2026-03-04,programmatic_display,morning,64425,285,5,432.48,0.01801
2026-03-04,programmatic_display,prime,31535,144,2,232.38,0.01833
2026-03-04,youtube,afternoon,42870,411,9,836.32,0.02338
2026-03-04,youtube,early_morning,12870,147,3,252.58,0.02406
2026-03-04,youtube,evening,45927,382,11,829.14,0.03097
2026-03-04,youtube,late_night,8649,78,1,151.28,0.02157
2026-03-04,youtube,midday,42492,423,10,751.03,0.02411
2026-03-04,youtube,morning,27864,256,6,507.99,0.02586
2026-03-04,youtube,prime,25240,220,7,491.83,0.03304
2026-03-05,ctv,afternoon,7846,20,3,253.46,0.17461
2026-03-05,ctv,early_morning,2200,6,0,71.67,0.10577
2026-03-05,ctv,evening,15725,47,9,603.95,0.20424
2026-03-05,ctv,late_night,4355,13,1,133.38,0.13022
2026-03-05,ctv,midday,6781,21,3,205.31,0.15971
2026-03-05,ctv,morning,5458,15,1,164.71,0.12712
2026-03-05,ctv,prime,13958,37,8,446.22,0.21846
2026-03-05,paid_search,afternoon,32524,1449,32,892.67,0.02264
2026-03-05,paid_search,early_morning,18107,705,15,473.02,0.02226
2026-03-05,paid_search,evening,16730,620,16,407.42,0.02717
2026-03-05,paid_search,late_night,7091,264,10,182.82,0.03883
2026-03-05,paid_search,midday,32209,1283,29,852.85,0.02306
2026-03-05,paid_search,morning,29130,1320,34,791.54,0.02641
2026-03-05,paid_search,prime,7391,288,11,195.45,0.04119
2026-03-05,paid_social,afternoon,104690,2081,27,1208.41,0.01304
2026-03-05,paid_social,early_morning,27007,451,4,404.0,0.01032
2026-03-05,paid_social,evening,108963,2026,31,1452.07,0.01549
2026-03-05,paid_social,late_night,17689,342,2,239.07,0.00843
2026-03-05,paid_social,midday,75096,1201,14,985.31,0.01167
2026-03-05,paid_social,morning,57979,989,11,774.23,0.0118
2026-03-05,paid_social,prime,33929,618,8,472.25,0.01439
2026-03-05,programmatic_display,afternoon,102796,475,9,820.63,0.02069
2026-03-05,programmatic_display,early_morning,40052,194,2,284.38,0.01323
2026-03-05,programmatic_display,evening,82963,398,7,659.91,0.01908
2026-03-05,programmatic_display,late_night,19010,91,0,132.09,0.01075
2026-03-05,programmatic_display,midday,79797,437,8,624.15,0.01852
2026-03-05,programmatic_display,morning,57751,341,5,425.63,0.01719
2026-03-05,programmatic_display,prime,36284,178,2,266.71,0.01641
2026-03-05,youtube,afternoon,41679,342,9,779.6,0.02702
2026-03-05,youtube,early_morning,14334,135,3,238.15,0.02283
2026-03-05,youtube,evening,50407,538,17,837.06,0.03191
2026-03-05,youtube,late_night,8335,85,2,131.4,0.02467
2026-03-05,youtube,midday,39483,458,10,655.93,0.02354
2026-03-05,youtube,morning,27824,272,6,422.84,0.02554
2026-03-05,youtube,prime,22951,203,5,440.92,0.02917
2026-03-06,ctv,afternoon,9911,30,5,330.4,0.17059
2026-03-06,ctv,early_morning,2572,7,0,90.36,0.12411
2026-03-06,ctv,evening,20148,53,11,580.49,0.21573
2026-03-06,ctv,late_night,4945,16,2,158.88,0.15677
2026-03-06,ctv,midday,7161,24,3,225.96,0.14139
2026-03-06,ctv,morning,5679,15,2,205.69,0.13876
2026-03-06,ctv,prime,15255,45,8,491.95,0.17793
2026-03-06,paid_search,afternoon,26417,889,21,778.93,0.02393
2026-03-06,paid_search,early_morning,16288,709,13,472.96,0.01905
2026-03-06,paid_search,evening,13334,424,11,428.82,0.02733
2026-03-06,paid_search,late_night,5981,211,8,199.29,0.04138
2026-03-06,paid_search,midday,26127,1247,29,844.23,0.02404
2026-03-06,paid_search,morning,30479,1197,29,799.08,0.02486
2026-03-06,paid_search,prime,6696,221,8,217.76,0.03791
2026-03-06,paid_social,afternoon,106213,2234,30,1442.63,0.01347
2026-03-06,paid_social,early_morning,29801,497,4,374.49,0.00868
2026-03-06,paid_social,evening,103242,1706,26,1266.59,0.01559
2026-03-06,paid_social,late_night,16688,314,2,215.3,0.00803
2026-03-06,paid_social,midday,89273,1598,15,989.5,0.00979
2026-03-06,paid_social,morning,54516,1196,13,684.54,0.01117
2026-03-06,paid_social,prime,39035,681,10,434.34,0.01538
2026-03-06,programmatic_display,afternoon,138988,761,15,907.71,0.02069
2026-03-06,programmatic_display,early_morning,52184,256,3,322.43,0.01419
2026-03-06,programmatic_display,evening,122636,603,11,688.89,0.01912
2026-03-06,programmatic_display,late_night,22033,117,1,130.67,0.01056
2026-03-06,programmatic_display,midday,118214,591,11,811.38,0.01988
2026-03-06,programmatic_display,morning,77897,439,8,496.4,0.0198
2026-03-06,programmatic_display,prime,42666,244,3,252.61,0.01561
2026-03-06,youtube,afternoon,51461,482,12,723.54,0.02664
2026-03-06,youtube,early_morning,20446,192,4,236.9,0.02156
2026-03-06,youtube,evening,60220,638,19,836.99,0.03129
2026-03-06,youtube,late_night,11077,106,2,130.67,0.02198
2026-03-06,youtube,midday,44826,385,11,547.35,0.02945
2026-03-06,youtube,morning,34965,351,8,487.62,0.02538
2026-03-06,youtube,prime,34052,378,12,380.93,0.03339
2026-03-07,ctv,afternoon,7487,20,2,241.38,0.14976
2026-03-07,ctv,early_morning,2246,5,0,66.4,0.11881
2026-03-07,ctv,evening,15302,40,7,475.91,0.19868
2026-03-07,ctv,late_night,4625,13,1,128.18,0.13641
2026-03-07,ctv,midday,5829,17,2,170.55,0.14721
2026-03-07,ctv,morning,5069,18,2,157.21,0.11674
2026-03-07,ctv,prime,12889,42,8,371.12,0.20833
2026-03-07,paid_search,afternoon,27758,949,22,671.46,0.02389
2026-03-07,paid_search,early_morning,15570,730,14,427.28,0.01997
2026-03-07,paid_search,evening,14775,564,14,408.15,0.02616
2026-03-07,paid_search,late_night,6308,266,9,163.61,0.03661
2026-03-07,paid_search,midday,29966,1232,26,756.65,0.0218
2026-03-07,paid_search,morning,26920,938,23,696.36,0.02504
2026-03-07,paid_search,prime,5413,220,9,166.33,0.04109
2026-03-07,paid_social,afternoon,92303,1609,20,1151.05,0.01279
2026-03-07,paid_social,early_morning,26210,543,6,325.25,0.01148
2026-03-07,paid_social,evening,101800,2144,31,1090.22,0.01451
2026-03-07,paid_social,late_night,14625,282,2,191.13,0.00829
2026-03-07,paid_social,midday,67745,1270,13,867.88,0.01082
2026-03-07,paid_social,morning,54836,929,10,668.12,0.01179
2026-03-07,paid_social,prime,32279,541,7,405.23,0.01305
2026-03-07,programmatic_display,afternoon,120856,736,13,745.25,0.01836
2026-03-07,programmatic_display,early_morning,43150,201,2,263.49,0.0132
2026-03-07,programmatic_display,evening,98202,463,8,592.12,0.01833
2026-03-07,programmatic_display,late_night,19834,116,1,118.17,0.01216
2026-03-07,programmatic_display,midday,107938,624,10,627.66,0.01734
2026-03-07,programmatic_display,morning,72601,334,5,425.03,0.01656
2026-03-07,programmatic_display,prime,41668,182,3,254.05,0.01924
2026-03-07,youtube,afternoon,36851,379,11,727.02,0.02917
2026-03-07,youtube,early_morning,12831,133,2,203.15,0.01968
2026-03-07,youtube,evening,46617,550,15,731.84,0.02826
2026-03-07,youtube,late_night,8610,104,2,121.38,0.02809
2026-03-07,youtube,midday,36057,330,9,556.12,0.02935
2026-03-07,youtube,morning,27641,248,5,442.03,0.0223
2026-03-07,youtube,prime,22871,193,5,349.6,0.03016
2026-03-08,ctv,afternoon,6473,16,2,222.25,0.17149
2026-03-08,ctv,early_morning,1918,5,0,72.01,0.11787
2026-03-08,ctv,evening,14390,41,7,502.81,0.1915
2026-03-08,ctv,late_night,3789,10,1,155.96,0.15482
2026-03-08,ctv,midday,5297,14,1,207.88,0.12774
2026-03-08,ctv,morning,4112,11,1,162.48,0.14999
2026-03-08,ctv,prime,12713,33,7,396.12,0.21952
2026-03-08,paid_search,afternoon,24051,1066,27,599.51,0.02561
2026-03-08,paid_search,early_morning,13568,568,11,340.71,0.02076
2026-03-08,paid_search,evening,10765,463,13,299.6,0.0299
2026-03-08,paid_search,late_night,4391,186,6,150.46,0.03674
2026-03-08,paid_search,midday,21876,840,19,545.1,0.02301
2026-03-08,paid_search,morning,22325,763,18,623.43,0.02413
2026-03-08,paid_search,prime,5013,168,6,122.38,0.03886
2026-03-08,paid_social,afternoon,80999,1642,22,798.87,0.01379
2026-03-08,paid_social,early_morning,28182,488,5,222.92,0.01077
2026-03-08,paid_social,evening,89776,1611,21,883.63,0.01326
2026-03-08,paid_social,late_night,16364,296,2,133.76,0.00859
2026-03-08,paid_social,midday,65756,1116,12,704.01,0.01076
2026-03-08,paid_social,morning,53790,906,8,488.97,0.00894
2026-03-08,paid_social,prime,27535,524,7,290.87,0.01447
2026-03-08,programmatic_display,afternoon,88735,401,7,680.24,0.01793
2026-03-08,programmatic_display,early_morning,34932,171,2,243.7,0.01478
2026-03-08,programmatic_display,evening,80212,396,7,573.95,0.01937
2026-03-08,programmatic_display,late_night,16243,76,1,95.61,0.01375
2026-03-08,programmatic_display,midday,76251,327,5,542.8,0.01789
2026-03-08,programmatic_display,morning,54643,237,3,382.35,0.01653
2026-03-08,programmatic_display,prime,34156,178,2,218.71,0.01625
2026-03-08,youtube,afternoon,42628,420,11,523.53,0.02636
2026-03-08,youtube,early_morning,17728,224,4,202.69,0.02083
2026-03-08,youtube,evening,52022,584,18,588.11,0.03092
2026-03-08,youtube,late_night,8906,77,1,109.64,0.02063
2026-03-08,youtube,midday,42061,366,9,477.19,0.02659
2026-03-08,youtube,morning,30033,300,7,368.03,0.02486
2026-03-08,youtube,prime,25258,221,7,312.88,0.03223
2026-03-09,ctv,afternoon,7816,21,3,305.08,0.16491
2026-03-09,ctv,early_morning,2545,7,0,86.94,0.12078
2026-03-09,ctv,evening,18526,55,11,770.91,0.21389
2026-03-09,ctv,late_night,4774,11,1,171.2,0.16645
2026-03-09,ctv,midday,6798,20,2,242.84,0.12493
2026-03-09,ctv,morning,5555,14,1,185.45,0.10571
2026-03-09,ctv,prime,13616,39,7,486.75,0.18823
2026-03-09,paid_search,afternoon,28895,1066,25,763.74,0.02374
2026-03-09,paid_search,early_morning,17818,637,11,499.74,0.01797
2026-03-09,paid_search,evening,15213,647,20,386.71,0.03094
2026-03-09,paid_search,late_night,7235,310,12,173.03,0.03993
2026-03-09,paid_search,midday,34316,1520,34,795.16,0.02241
2026-03-09,paid_search,morning,30783,1310,37,800.59,0.02864
2026-03-09,paid_search,prime,6604,244,10,167.27,0.04104
2026-03-09,paid_social,afternoon,98003,1975,25,1148.5,0.01304
2026-03-09,paid_social,early_morning,29833,502,3,353.25,0.00682
2026-03-09,paid_social,evening,106161,1787,24,1331.94,0.01394
2026-03-09,paid_social,late_night,18039,338,2,211.25,0.00733
2026-03-09,paid_social,midday,75073,1251,14,897.13,0.01171
2026-03-09,paid_social,morning,64309,997,12,729.84,0.01224
2026-03-09,paid_social,prime,34908,642,8,372.76,0.0132
2026-03-09,programmatic_display,afternoon,126791,535,10,753.9,0.01989
2026-03-09,programmatic_display,early_morning,56722,233,2,312.43,0.01229
2026-03-09,programmatic_display,evening,119294,605,13,638.24,0.02154
2026-03-09,programmatic_display,late_night,25285,146,1,119.91,0.01091
2026-03-09,programmatic_display,midday,136100,695,12,727.4,0.01742
2026-03-09,programmatic_display,morning,78344,345,6,468.56,0.01763
2026-03-09,programmatic_display,prime,52443,257,4,283.32,0.01815
2026-03-09,youtube,afternoon,36996,382,10,656.7,0.02747
2026-03-09,youtube,early_morning,12816,131,2,239.06,0.01856
2026-03-09,youtube,evening,39249,418,14,728.59,0.03376
2026-03-09,youtube,late_night,7607,67,1,130.36,0.0246
2026-03-09,youtube,midday,38178,411,11,560.7,0.02719
2026-03-09,youtube,morning,24262,225,5,422.32,0.02648
2026-03-09,youtube,prime,21798,213,6,365.01,0.03213
2026-03-10,ctv,afternoon,7784,23,3,265.32,0.14448
2026-03-10,ctv,early_morning,2059,6,0,67.89,0.10157
2026-03-10,ctv,evening,16534,47,10,563.17,0.21601
2026-03-10,ctv,late_night,4153,12,1,135.54,0.14814
2026-03-10,ctv,midday,6060,18,2,215.69,0.15394
2026-03-10,ctv,morning,5108,14,2,161.27,0.14337
2026-03-10,ctv,prime,11712,35,7,495.99,0.21326
2026-03-10,paid_search,afternoon,34025,1765,45,832.19,0.02563
2026-03-10,paid_search,early_morning,18868,775,15,455.35,0.01954
2026-03-10,paid_search,evening,16666,660,17,411.74,0.02699
2026-03-10,paid_search,late_night,7066,247,10,180.35,0.04134
2026-03-10,paid_search,midday,34016,1424,32,876.82,0.02274
2026-03-10,paid_search,morning,31507,1382,36,784.76,0.02676
2026-03-10,paid_search,prime,7394,331,13,189.77,0.04013
2026-03-10,paid_social,afternoon,112697,2040,24,1093.01,0.0119
2026-03-10,paid_social,early_morning,29771,533,3,300.36,0.00749
2026-03-10,paid_social,evening,104698,1815,25,1163.53,0.01393
2026-03-10,paid_social,late_night,17768,300,2,196.58,0.00865
2026-03-10,paid_social,midday,72944,1339,14,776.69,0.01088
2026-03-10,paid_social,morning,54623,1020,11,692.37,0.01146
2026-03-10,paid_social,prime,34914,637,9,403.45,0.01499
2026-03-10,programmatic_display,afternoon,111521,608,14,855.6,0.02364
2026-03-10,programmatic_display,early_morning,39473,203,2,296.89,0.01243
2026-03-10,programmatic_display,evening,97448,444,8,670.37,0.01905
2026-03-10,programmatic_display,late_night,16666,82,0,122.21,0.01048
2026-03-10,programmatic_display,midday,93278,518,10,737.72,0.02032
2026-03-10,programmatic_display,morning,62331,318,5,486.87,0.01853
2026-03-10,programmatic_display,prime,35518,165,3,277.98,0.0188
2026-03-10,youtube,afternoon,40363,302,8,673.69,0.02698
2026-03-10,youtube,early_morning,12251,145,2,213.29,0.01727
2026-03-10,youtube,evening,39450,457,13,672.54,0.02972
2026-03-10,youtube,late_night,7171,70,1,125.22,0.02348
2026-03-10,youtube,midday,35122,401,10,579.85,0.02653
2026-03-10,youtube,morning,25191,255,6,398.58,0.02672
2026-03-10,youtube,prime,24598,220,7,338.93,0.0331
2026-03-11,ctv,afternoon,8037,23,3,305.81,0.17198
2026-03-11,ctv,early_morning,2380,5,0,83.99,0.09094
2026-03-11,ctv,evening,18848,67,12,632.44,0.19132
2026-03-11,ctv,late_night,4574,14,2,161.5,0.14568
2026-03-11,ctv,midday,6218,17,2,242.66,0.16784
2026-03-11,ctv,morning,5817,20,2,179.1,0.12666
2026-03-11,ctv,prime,14359,38,8,525.14,0.21191
2026-03-11,paid_search,afternoon,29594,1054,25,787.08,0.02464
2026-03-11,paid_search,early_morning,16504,678,13,491.56,0.02061
2026-03-11,paid_search,evening,14943,578,15,380.9,0.02716
2026-03-11,paid_search,late_night,6309,269,10,175.45,0.03946
2026-03-11,paid_search,midday,29049,1334,30,839.79,0.02294
2026-03-11,paid_search,morning,28649,1040,30,748.72,0.02972
2026-03-11,paid_search,prime,7442,312,12,159.81,0.03901
2026-03-11,paid_social,afternoon,101862,1605,21,1149.14,0.01366
2026-03-11,paid_social,early_morning,29003,565,5,340.15,0.00979
2026-03-11,paid_social,evening,97281,1758,24,1145.83,0.0137
2026-03-11,paid_social,late_night,16024,285,2,215.78,0.00774
2026-03-11,paid_social,midday,78624,1519,15,853.3,0.01036
2026-03-11,paid_social,morning,61887,1217,15,636.48,0.01275
2026-03-11,paid_social,prime,33718,559,8,377.71,0.01445
2026-03-11,programmatic_display,afternoon,144141,822,14,860.02,0.01707
2026-03-11,programmatic_display,early_morning,48695,225,3,303.23,0.01404
2026-03-11,programmatic_display,evening,115068,573,10,714.49,0.01807
2026-03-11,programmatic_display,late_night,24570,121,1,143.93,0.01037
2026-03-11,programmatic_display,midday,133838,684,12,741.65,0.01862
2026-03-11,programmatic_display,morning,78704,393,7,474.47,0.01944
2026-03-11,programmatic_display,prime,43178,200,2,293.92,0.01456
2026-03-11,youtube,afternoon,45428,478,12,698.22,0.02677
2026-03-11,youtube,early_morning,14665,156,3,235.73,0.02349
2026-03-11,youtube,evening,53364,537,17,802.58,0.03286
2026-03-11,youtube,late_night,7699,80,1,131.19,0.02476
2026-03-11,youtube,midday,42252,347,8,564.82,0.02413
2026-03-11,youtube,morning,29509,280,7,455.53,0.02759
2026-03-11,youtube,prime,23191,235,7,397.75,0.03277
2026-03-12,ctv,afternoon,7962,24,4,298.14,0.17953
2026-03-12,ctv,early_morning,2208,6,0,83.58,0.10629
2026-03-12,ctv,evening,17891,54,9,612.62,0.17495
2026-03-12,ctv,late_night,4544,13,1,151.6,0.12773
2026-03-12,ctv,midday,5888,21,2,223.89,0.12978
2026-03-12,ctv,morning,5031,19,2,181.67,0.12044
2026-03-12,ctv,prime,13385,39,7,480.11,0.18709
2026-03-12,paid_search,afternoon,40756,1655,45,1229.33,0.02771
2026-03-12,paid_search,early_morning,26143,1187,25,728.46,0.02164
2026-03-12,paid_search,evening,22367,936,27,541.5,0.02885
2026-03-12,paid_search,late_night,10635,505,17,256.06,0.03376
2026-03-12,paid_search,midday,39819,1603,39,1022.59,0.02435
2026-03-12,paid_search,morning,42340,1780,43,1189.31,0.02463
2026-03-12,paid_search,prime,9621,388,14,240.65,0.03751
2026-03-12,paid_social,afternoon,121397,2615,37,1640.1,0.01442
2026-03-12,paid_social,early_morning,33893,585,4,447.45,0.00838
2026-03-12,paid_social,evening,122437,2028,27,1432.27,0.01365
2026-03-12,paid_social,late_night,18594,299,2,239.43,0.00857
2026-03-12,paid_social,midday,93992,1423,14,1240.06,0.01043
2026-03-12,paid_social,morning,75690,1454,18,814.78,0.01267
2026-03-12,paid_social,prime,44942,799,11,470.41,0.01465
2026-03-12,programmatic_display,afternoon,117506,530,9,729.56,0.01784
2026-03-12,programmatic_display,early_morning,43741,186,2,318.04,0.01178
2026-03-12,programmatic_display,evening,96998,419,8,666.25,0.01953
2026-03-12,programmatic_display,late_night,20298,110,1,130.09,0.01105
2026-03-12,programmatic_display,midday,109697,580,11,701.52,0.01928
2026-03-12,programmatic_display,morning,65974,313,5,459.19,0.01891
2026-03-12,programmatic_display,prime,37143,174,2,246.48,0.01547
2026-03-12,youtube,afternoon,46980,448,12,730.46,0.02819
2026-03-12,youtube,early_morning,14622,145,3,244.35,0.02155
2026-03-12,youtube,evening,46022,534,14,795.75,0.02701
2026-03-12,youtube,late_night,7669,82,2,133.44,0.02508
2026-03-12,youtube,midday,37775,405,11,671.22,0.02839
2026-03-12,youtube,morning,26909,291,7,470.99,0.02446
2026-03-12,youtube,prime,25565,270,8,447.16,0.03275
2026-03-13,ctv,afternoon,10664,32,5,335.54,0.16509
2026-03-13,ctv,early_morning,2735,8,1,97.26,0.12611
2026-03-13,ctv,evening,22285,70,14,693.12,0.20198
2026-03-13,ctv,late_night,5854,16,2,200.28,0.14543
2026-03-13,ctv,midday,8279,22,3,242.28,0.15506
